Gene	Observed	Predicted	Residual
CAMK1	2.062334	1.382111	0.680222
CAMK1D	0.682752	1.270503	-0.587751
CAMK2B	1.194042	1.299968	-0.105926
CAMP	1.594333	1.518854	0.075479
CAPN12	0.469885	0.804249	-0.334364
CAPN2	0.68542	0.639272	0.046149
CAPN3	0.709847	1.584048	-0.8742
CAPRIN2	0.908191	1.226319	-0.318128
CARHSP1	1.922264	1.581579	0.340686
CASP3	1.905009	1.603067	0.301942
CBX5	1.922554	1.965455	-0.042901
CBX8	1.07072	1.2179	-0.147181
CCDC102A	1.407735	2.171249	-0.763514
CCDC107	1.401667	2.010254	-0.608587
CCDC34	1.189482	1.011874	0.177608
CCDC69	2.646111	1.881278	0.764833
CCDC88A	1.959797	1.587568	0.372228
CCDC88B	1.668498	2.003264	-0.334766
CCNA2	2.017216	1.395747	0.621469
CCND2	0.398494	0.774594	-0.3761
CCNF	1.681901	1.542265	0.139636
CCR7	0.576576	0.979055	-0.402478
CD1A	0.944537	1.278757	-0.33422
CD27	2.613446	1.803875	0.809571
CD3D	0.718512	1.006121	-0.28761
CD5	0.394579	1.061062	-0.666483
CD52	2.978347	1.882798	1.095548
CD55	1.384108	1.321554	0.062555
CD6	0.529728	0.807748	-0.27802
CD86	1.784436	1.563978	0.220458
CD9	1.507849	1.261797	0.246052
CDC20	2.300971	2.245581	0.05539
CDC25A	1.348244	1.605377	-0.257133
CDC6	1.603078	1.497821	0.105257
CDC7	1.526517	1.436219	0.090299
CDCA2	1.524137	1.879738	-0.355601
CDCA7	2.459919	2.191537	0.268381
CDIP1	0.713201	1.039635	-0.326434
CDK1	2.208467	1.952022	0.256445
CDK19	1.591079	1.881639	-0.290561
CDKN1A	0.737772	1.072534	-0.334762
CDT1	1.753978	2.164136	-0.410158
CDYL2	1.065761	1.378175	-0.312414
CEBPB	0.648149	1.210075	-0.561926
CELF2	1.010106	1.165656	-0.15555
CEMP1	0.925182	1.504897	-0.579715
CENPH	1.729773	1.582858	0.146915
CENPM	2.155497	1.853098	0.302399
CEP55	1.772703	1.418516	0.354188
CETN3	1.574971	1.617204	-0.042233
CFAP20	1.910335	1.602107	0.308228
CHAMP1	1.714125	1.739443	-0.025318
CHD1	1.149662	1.584072	-0.43441
CHDH	0.940554	1.417425	-0.476871
CHIC2	1.765237	1.710501	0.054736
CHPT1	0.856668	0.805114	0.051554
CHST11	1.227713	0.848647	0.379066
CIT	1.104402	1.396116	-0.291714
CKAP2L	1.419892	1.651245	-0.231353
CKB	0.82041	0.965592	-0.145182
CKS1B	1.711214	2.241702	-0.530488
CLCN7	1.483351	1.828923	-0.345572
CLEC17A	1.931477	1.505194	0.426283
CLIC4	2.404626	2.489959	-0.085333
CLIP2	1.645728	1.092446	0.553282
CLSPN	1.167441	1.141062	0.026379
CMC1	1.586375	1.35064	0.235735
CNFN	0.572702	0.85775	-0.285048
COL9A3	1.233448	1.288946	-0.055498
CORO1B	1.67149	1.821547	-0.150057
CPM	1.490966	1.371752	0.119214
CPNE2	0.77007	0.77262	-0.00255
CPSF3	1.897426	1.779495	0.117931
CPXM1	1.291129	1.479063	-0.187933
CR2	2.559573	1.683856	0.875717
CREB3L2	0.559412	0.888645	-0.329233
CRHBP	1.061556	0.980283	0.081273
CRNDE	0.936915	1.045861	-0.108947
CSE1L	1.87592	2.383339	-0.507418
CSF2RB	1.904995	1.460657	0.444338
CSRP1	1.758487	1.541615	0.216873
CTC1	1.217275	1.492711	-0.275436
CTPS1	1.580515	1.741664	-0.161149
CTSH	2.636001	1.952469	0.683532
CTSS	1.928468	1.653326	0.275142
CTTN	1.197707	1.370717	-0.17301
CUX1	1.981809	1.567956	0.413853
CYS1	1.124376	1.458321	-0.333946
DARS2	1.506838	1.679257	-0.17242
DDX60L	0.450822	1.025928	-0.575106
DEF6	1.782369	1.684743	0.097626
DEF8	2.764757	1.78391	0.980847
DENND6B	1.438912	1.462049	-0.023137
DEPDC1B	1.580737	1.282584	0.298153
DEPDC5	1.479276	1.524751	-0.045475
DGAT1	1.185527	1.14304	0.042487
DLGAP5	1.784673	1.407812	0.376861
DMXL2	0.846262	1.021044	-0.174782
DNMBP	1.412205	1.167651	0.244554
DNMT1	2.370663	2.759868	-0.389206
DNMT3B	0.780627	1.59002	-0.809393
DOCK9	1.325368	1.487495	-0.162127
DPEP2	1.137836	1.46183	-0.323994
DPYD	0.735995	1.122751	-0.386756
DSCC1	1.367877	1.418241	-0.050365
DSE	0.80731	0.928298	-0.120987
DSTN	2.088948	1.393889	0.695059
DTYMK	1.823402	1.680285	0.143117
DUSP2	2.356016	1.461309	0.894708
EBF1	1.760712	2.333871	-0.573158
ECEL1	0.769541	0.715352	0.054188
EDEM1	2.331935	2.871943	-0.540008
EEPD1	1.173075	1.462795	-0.28972
EFNB2	0.676098	0.794262	-0.118164
EHD1	2.44872	2.014373	0.434347
EHMT1	2.038343	2.103953	-0.065611
ELL3	2.73277	2.297495	0.435274
ELP6	1.790462	1.461965	0.328497
EMC9	1.511693	2.171234	-0.65954
EML4	1.48013	1.183859	0.296271
EML6	2.079995	1.42986	0.650135
ENG	0.772008	1.152516	-0.380508
ENO2	2.030503	1.422565	0.607938
EPB41L2	1.16806	0.682682	0.485378
EPSTI1	1.363878	1.04872	0.315158
ERI1	1.439565	1.522201	-0.082636
ETFRF1	0.826745	1.301427	-0.474683
ETHE1	0.994045	1.03621	-0.042165
EYA3	1.874666	2.375349	-0.500682
EZR	3.015784	1.656173	1.359611
FAM111B	1.716916	1.585993	0.130923
FAM177B	0.429581	1.316965	-0.887384
FAM184A	1.075087	1.222964	-0.147877
FAM72A	1.012587	1.479417	-0.466829
FAM72B	1.022957	1.556144	-0.533187
FAM72D	2.050859	1.667598	0.383261
FAM76B	2.078745	1.917282	0.161463
FAM98B	1.475402	1.235122	0.240279
FANCA	2.076734	1.798616	0.278118
FANCI	1.9127	1.152645	0.760055
FBLN5	0.703827	1.010485	-0.306658
FBRSL1	1.021091	1.241633	-0.220542
FBXL7	0.932982	1.248667	-0.315685
FBXO10	1.592528	1.874748	-0.28222
FBXO43	0.844614	1.44501	-0.600396
FBXO6	0.491203	1.200483	-0.709279
FCER2	1.52917	1.283795	0.245375
FCMR	1.556959	1.245339	0.31162
FDCSP	1.478848	1.349846	0.129003
FGD2	1.820726	1.437068	0.383658
FGD3	1.458714	1.642074	-0.18336
FGD6	1.977547	2.249971	-0.272424
FGFR1	0.908553	0.895211	0.013341
FKBP5	1.819751	1.204449	0.615302
FLNA	1.594975	1.746926	-0.151951
FLT3LG	0.799606	1.040477	-0.240871
FMNL2	1.021176	1.049374	-0.028198
FNBP1	2.376416	2.247548	0.128868
FOLR2	1.047419	1.482909	-0.43549
FOXM1	1.822827	2.164414	-0.341587
FSBP	1.064825	1.507208	-0.442382
FUOM	1.239516	1.284823	-0.045307
FUT7	0.452862	0.866144	-0.413281
FXYD5	1.891607	1.596969	0.294638
FYTTD1	2.009357	1.352755	0.656602
GAB3	0.83054	1.348798	-0.518258
GABBR1	0.977804	0.941868	0.035936
GADD45A	1.401238	0.733291	0.667947
GALNT10	0.886737	0.872435	0.014302
GALNT3	0.762062	1.143452	-0.38139
GBGT1	1.338832	1.226168	0.112664
GBP5	0.631697	1.506377	-0.874679
GCAT	0.926402	1.233045	-0.306643
GCNT2	1.387021	1.549642	-0.162621
GCSAM	2.298789	1.829905	0.468883
GEN1	1.893243	1.626268	0.266975
GGH	1.300874	1.598804	-0.29793
GGT7	0.345993	0.626297	-0.280304
GHDC	1.288021	1.533514	-0.245492
GIMAP2	1.135544	1.453482	-0.317939
GINS3	1.499833	1.611895	-0.112062
GINS4	1.28804	1.592832	-0.304792
GNA13	2.347459	1.719632	0.627827
GNB3	1.098095	1.307384	-0.209289
GNG7	1.418023	1.074807	0.343215
GON7	1.641521	1.421773	0.219748
GOT2	2.072993	1.565137	0.507855
GPD1L	1.20702	1.332109	-0.125089
GPER1	1.271802	0.897326	0.374476
GPR143	0.685707	1.17373	-0.488023
GPR160	2.239201	1.579486	0.659714
GPR183	1.300444	1.248272	0.052172
GPRASP1	0.411091	1.219364	-0.808273
GPSM2	1.532102	1.536012	-0.00391
GPT2	1.518797	1.24044	0.278357
GRASP	0.495026	0.816926	-0.321899
GSAP	1.451904	1.430292	0.021612
GSDMB	1.106819	1.386456	-0.279637
GSTP1	2.800708	1.435589	1.36512
GTSE1	1.770878	1.44284	0.328038
H1F0	1.310142	0.989329	0.320813
H2AFX	2.311074	2.046972	0.264102
HAUS8	1.79638	2.806364	-1.009984
HDAC7	2.244047	1.89782	0.346228
HELLS	1.471706	1.430968	0.040738
HELZ2	1.001561	0.669363	0.332197
HES1	0.624437	0.798828	-0.174391
HES6	1.506181	0.834746	0.671435
HIST1H2BH	1.445609	1.348076	0.097534
HIST1H3F	1.062356	1.474794	-0.412439
HIST1H4L	0.951909	1.778642	-0.826733
HIST3H2A	0.95953	1.203897	-0.244367
HJURP	1.833649	1.355685	0.477964
HLA-DQA2	1.861494	0.982105	0.879389
HLA-DQB2	1.584071	1.105649	0.478421
HLTF	1.558659	1.194598	0.364061
HMGA1	2.812601	2.600803	0.211798
HMGB3	1.588972	1.335665	0.253307
HMGN1	2.980589	2.118123	0.862466
HMMR	1.819422	1.713828	0.105594
HOXA3	0.661283	0.877473	-0.21619
HOXA5	0.839189	0.934704	-0.095515
HOXA7	0.83129	0.684681	0.146609
HOXC4	1.252943	1.016592	0.236351
HOXC5	1.252943	0.831665	0.421277
HOXC6	1.252943	0.964169	0.288773
HS2ST1	1.793857	1.626478	0.16738
HSD17B11	1.45553	1.352348	0.103182
HSP90AA1	2.98602	1.336682	1.649338
HSPA2	1.075964	0.94609	0.129874
HSPB11	2.056729	1.637509	0.41922
HSPH1	2.175434	1.836387	0.339048
HYPK	2.669173	2.614946	0.054227
ICAM2	1.517811	1.566891	-0.049079
ICOSLG	1.504883	0.985444	0.51944
ID2	1.546296	0.875203	0.671093
IFIT2	0.874342	1.347204	-0.472862
IGF2BP3	1.626336	1.634524	-0.008188
IL18BP	1.301289	1.612544	-0.311256
IL1RN	0.849046	1.105996	-0.25695
IL27RA	0.833385	1.118719	-0.285334
IL2RB	1.122965	0.820044	0.302921
IL6ST	0.6365	0.874536	-0.238036
ILDR1	1.077826	1.507666	-0.42984
INF2	1.45162	1.398734	0.052886
INTS7	1.349122	1.499596	-0.150474
IRF9	1.733726	1.607996	0.12573
ISG15	1.261018	1.319615	-0.058598
ITGA4	1.360243	1.610638	-0.250394
ITGAE	1.367673	1.704293	-0.336621
JADE3	0.593839	0.998516	-0.404678
JAK3	1.905923	1.886111	0.019811
JMJD7	1.230286	1.234413	-0.004127
JMJD7-PLA2G4B	1.230286	1.234413	-0.004127
JUNB	2.219203	2.487653	-0.26845
KAT2A	1.345134	1.812356	-0.467222
KATNAL1	1.504205	1.557083	-0.052878
KBTBD8	2.059312	1.758279	0.301033
KCNK12	1.288821	1.217946	0.070875
KCNMB4	0.951483	1.18184	-0.230356
KCNN3	1.192516	1.32342	-0.130904
KDM7A	1.078008	1.30456	-0.226551
KIF11	1.992048	1.680408	0.31164
KIF18B	1.638546	1.589778	0.048769
KIF20A	1.711968	1.665999	0.045969
KIF23	1.711477	1.329051	0.382427
KIF3A	1.148792	1.09612	0.052673
KIFC1	2.179508	1.733296	0.446212
KLF9	0.608934	0.996977	-0.388043
KLHL42	1.387748	1.390245	-0.002496
KLHL6	2.659964	2.195461	0.464503
KNTC1	1.573105	1.519368	0.053736
LACC1	1.127785	1.331668	-0.203883
LAIR1	0.345095	1.079829	-0.734734
LAMC1	0.536757	0.932657	-0.3959
LARGE2	0.757498	1.811712	-1.054215
LBH	2.188732	1.812787	0.375945
LDHB	2.821046	1.46473	1.356316
LDLRAD4	0.566859	0.850023	-0.283163
LGALS1	1.930437	1.861415	0.069022
LGALS3	1.347989	1.174139	0.173849
LIMA1	1.428227	1.491674	-0.063447
LIMD1	0.830951	0.87051	-0.039559
LIMS1	1.652124	1.33171	0.320414
LINGO3	0.837807	0.751998	0.085809
LMNB2	1.892703	1.74502	0.147682
LMO2	2.657961	1.605677	1.052284
LNPEP	1.837623	1.681697	0.155926
LOC100128108	0.525642	0.983238	-0.457596
LOC150051	0.689872	1.191787	-0.501915
LOC283710	1.495202	1.912223	-0.417021
LOC645177	1.0659	1.891449	-0.825549
LOC728392	0.82464	1.119425	-0.294785
LOXL2	2.024729	1.145452	0.879277
LRCH3	1.705634	2.464046	-0.758412
LRR1	1.779802	1.47516	0.304642
LRRC32	0.970152	1.555463	-0.58531
LRRC4	1.114723	0.9897	0.125023
LRRK1	1.9953	1.574891	0.420409
LRRK2	0.885978	1.607279	-0.721301
LYPLA1	2.189366	1.803065	0.386301
LYPLAL1	1.847015	1.962983	-0.115969
LYZ	1.28601	1.007619	0.278391
MAD2L1	2.003206	1.415189	0.588017
MAML3	1.259711	1.047035	0.212676
MAN2B1	1.936999	1.965764	-0.028765
MAN2C1	1.302008	1.884113	-0.582105
MAP3K1	1.495203	1.640445	-0.145243
MAP3K5	0.685364	1.094662	-0.409299
MAP3K7CL	1.804462	1.443129	0.361333
MAP4K1	2.476344	1.932256	0.544088
MAPK11	0.529498	0.831139	-0.301641
MAPK12	1.018845	0.980603	0.038242
MAPKAPK3	0.837008	0.422305	0.414703
MARCH3	0.554035	1.011565	-0.457531
MARCKS	0.706372	0.420508	0.285864
MARCKSL1	3.1105	1.818188	1.292312
MCM5	2.466537	2.244862	0.221676
MCM7	2.490641	2.183172	0.30747
MCM8	1.479203	1.810441	-0.331238
MCOLN2	1.892789	1.729713	0.163076
MCUB	2.255612	1.994542	0.261071
MED12L	1.032632	0.948674	0.083957
MED22	1.404126	1.879471	-0.475345
MEF2B	2.866613	2.406521	0.460092
METAP2	2.452501	1.76424	0.688261
METRNL	1.596208	1.377565	0.218643
MFGE8	0.925368	1.407294	-0.481926
MGAT3	1.592839	1.550516	0.042323
MGAT5	1.847965	1.74785	0.100115
MGLL	0.880063	1.270753	-0.39069
MIS18BP1	1.798384	1.398825	0.399558
MKI67	2.063764	1.48417	0.579594
MLLT6	1.742275	1.365386	0.376889
MNS1	0.770098	1.141096	-0.370998
MOB1B	1.885113	1.779315	0.105798
MOB3B	0.374829	1.099936	-0.725107
MOB3C	0.833241	1.107716	-0.274475
MORC3	1.245722	1.427283	-0.181561
MPHOSPH9	1.405917	1.842684	-0.436767
MREG	1.241303	1.573325	-0.332022
MRNIP	0.921996	1.342403	-0.420407
MROH1	1.513567	1.369219	0.144348
MSRB2	1.068969	1.06993	-0.000962
MTF2	2.030641	1.7252	0.305441
MTSS1	0.762146	0.81695	-0.054804
MUM1	1.135903	1.530016	-0.394113
MX2	1.476205	0.969523	0.506682
MXD3	1.714461	2.071347	-0.356886
MXI1	0.395372	0.648307	-0.252936
MYB	0.806025	1.50797	-0.701945
MYC	1.706807	1.597408	0.109399
MYH11	0.962749	1.007201	-0.044451
MYL6B	1.791598	1.896133	-0.104535
MYO1D	1.288386	1.63719	-0.348804
MYO1E	2.351341	1.95112	0.400221
MYO1F	0.510774	1.264276	-0.753502
MYO7B	0.511591	1.191242	-0.679651
MZT2A	2.116604	1.746006	0.370598
NADK2	1.512499	1.707436	-0.194936
NANS	2.540586	1.666398	0.874187
NAPRT	0.924372	0.837783	0.086589
NCAPD2	2.241611	2.079255	0.162356
NCOA7	1.523634	1.364321	0.159313
NCR3	1.514268	1.364738	0.14953
NDC1	2.009923	1.812936	0.196987
NDFIP2	1.123283	1.18828	-0.064997
NDN	0.94252	1.082021	-0.139501
NDRG1	0.511966	0.663667	-0.1517
NDRG4	0.74529	1.032728	-0.287438
NDUFV2	2.264707	1.919847	0.344861
NEK2	1.615961	1.163489	0.452472
NEMP1	1.79537	2.157125	-0.361756
NIN	2.036568	1.966461	0.070107
NINL	0.856253	1.100233	-0.243979
NIPA2	1.679564	2.186184	-0.50662
NKX6-3	0.945916	1.027209	-0.081293
NLK	1.61006	1.790772	-0.180712
NME3	1.277443	1.602689	-0.325246
NMU	0.909433	1.037197	-0.127764
NOD1	0.714662	1.000526	-0.285864
NOTCH1	1.239066	1.132835	0.106231
NR1D2	0.788821	1.221589	-0.432769
NRIP1	0.948733	1.181739	-0.233005
NRROS	0.393106	1.157551	-0.764445
NSD2	1.997042	1.535474	0.461568
NUF2	1.823332	1.715608	0.107724
NUGGC	2.349467	1.600566	0.748901
NXPH4	0.949106	0.9517	-0.002594
OAS2	1.533649	1.390389	0.14326
OAS3	0.381817	0.884704	-0.502888
OR13A1	0.981218	1.079746	-0.098528
OSBPL10	1.971696	2.072471	-0.100775
OSBPL9	1.985353	1.781035	0.204318
OSR2	0.737286	0.835791	-0.098505
OVGP1	0.424983	1.172036	-0.747053
P2RX1	0.587241	1.307718	-0.720478
P2RY10	0.991039	1.420398	-0.429359
PACSIN1	0.739367	0.840894	-0.101527
PADI2	0.666324	0.84599	-0.179666
PAFAH1B3	1.620727	1.662628	-0.041901
