# 500 genes x 100 features
# gene_name[tab]expression[tab]f1[space]f2[space]f3[space]f4...
# 
# ITEM: TFBS1 TFBS2 TFBS3 TFBS4 TFBS5 TFBS6 TFBS7 TFBS8 TFBS9 TFBS10 TFBS11 TFBS12 TFBS13 TFBS14 TFBS15 TFBS16 TFBS17 TFBS18 TFBS19 TFBS20 TFBS21 TFBS22 TFBS23 TFBS24 TFBS25 TFBS26 TFBS27 TFBS28 TFBS29 TFBS30 TFBS31 TFBS32 TFBS33 TFBS34 TFBS35 TFBS36 TFBS37 TFBS38 TFBS39 TFBS40 TFBS41 TFBS42 TFBS43 TFBS44 TFBS45 TFBS46 TFBS47 TFBS48 TFBS49 TFBS50 TFBS51 TFBS52 TFBS53 TFBS54 TFBS55 TFBS56 TFBS57 TFBS58 TFBS59 TFBS60 TFBS61 TFBS62 TFBS63 TFBS64 TFBS65 TFBS66 TFBS67 TFBS68 TFBS69 TFBS70 TFBS71 TFBS72 TFBS73 TFBS74 TFBS75 TFBS76 TFBS77 TFBS78 TFBS79 TFBS80 TFBS81 TFBS82 TFBS83 TFBS84 TFBS85 TFBS86 TFBS87 TFBS88 TFBS89 TFBS90 TFBS91 TFBS92 TFBS93 TFBS94 TFBS95 TFBS96 TFBS97 TFBS98 TFBS99 TFBS100
ADAM8	15.19877	1.446188 0.0 0.043071 0.337423 0.0 0.0 0.0 0.0 0.0 0.568337 1.065620 0.0 0.0 0.0 0.234618 0.0 0.0 2.222774 0.0 2.609264 0.0 0.0 1.176321 0.0 0.520907 0.020921 1.785283 0.321571 0.116948 0.0 0.391702 0.0 0.422468 0.080265 1.093929 0.175496 0.0 0.0 0.0 4.043783 1.342817 2.261867 0.0 0.0 0.0 0.755910 0.822020 0.027833 1.154187 0.0 0.0 0.504159 0.276730 0.0 0.0 0.132898 0.120318 0.0 0.0 0.959784 0.0 0.0 0.0 1.536396 0.0 0.0 0.042837 0.0 0.0 0.0 0.0 0.0 0.632392 0.645605 0.165186 0.0 6.381010 0.000000 4.017575 5.077260 7.178448 0.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ADGRG5	119.31112	1.045245 0.0 0.117452 0.0 0.0 0.0 0.0 0.0 0.657417 0.0 0.452006 0.0 0.0 0.0 0.677162 1.089285 0.0 0.0 0.0 12.424446 0.0 0.0 0.286648 0.0 0.988856 0.014799 0.827511 0.0 0.0 0.0 0.0 0.452244 0.0 0.482475 1.835946 1.614044 0.0 0.0 0.0 3.900924 0.0 0.0 0.0 0.0 0.0 0.0 0.627984 0.054397 2.241520 0.0 0.0 1.604974 0.0 0.0 1.362516 0.0 3.062423 0.246010 0.0 1.154323 0.0 0.0 0.0 0.536455 0.0 0.0 1.003426 0.0 0.151962 0.0 0.483235 0.0 0.568850 0.997766 0.050522 0.0 7.679191 0.000000 2.855033 4.844873 8.955971 1.836651 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ADPRH	38.86355	0.269623 0.0 0.961308 0.0 0.0 0.249814 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.238016 0.0 0.142829 0.0 0.0 6.523160 0.0 0.0 0.816524 0.0 0.0 0.056343 0.435711 0.0 0.0 0.0 0.701015 0.0 0.086909 0.541351 1.519957 3.851917 0.0 0.0 1.913965 2.843335 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.029025 1.206536 0.0 0.0 0.0 0.465782 0.180705 0.645403 0.0 4.268313 0.0 0.0 0.018288 0.0 2.329798 0.0 0.0 0.0 0.0 0.115382 0.0 0.083901 0.0 0.316401 0.0 1.490111 0.0 0.833547 0.0 5.977926 0.000000 3.418986 5.728312 7.602668 0.000000 0.0 0.0 4.183385 2.942883 0.0 0.0 1.811167 0.0 0.0 0.0 0.0 1.810116 1.351412 6.920510 0.999649 0.0 1.033122 0.0
ADRB2	4.15396	0.699988 2.189391 0.822473 0.849741 0.0 0.0 1.865937 0.0 0.0 0.276942 0.0 0.134001 0.0 1.051572 0.596590 0.0 0.309368 0.0 0.0 0.0 0.0 0.0 0.196384 0.0 0.0 0.0 1.003719 0.0 0.0 0.0 1.359569 0.0 0.218284 0.639478 0.898093 0.146839 0.0 0.0 0.0 1.523482 2.074194 0.0 0.0 0.0 0.0 0.0 0.0 0.039463 0.589514 0.0 0.0 1.104960 0.663371 0.086015 0.0 0.0 0.032054 0.0 0.0 0.0 0.110419 0.0 0.0 1.018642 0.0 0.0 0.228642 4.250959 0.413062 0.0 0.221842 0.0 3.114871 0.0 0.047228 0.0 5.804358 3.864820 0.000000 5.196812 8.172457 0.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
AFF2	48.37518	0.564180 0.0 0.489360 0.800717 0.653834 0.249814 0.395451 0.0 0.0 0.891463 0.0 0.0 0.0 1.218183 0.650272 0.0 0.269464 0.0 0.0 7.714724 0.0 0.0 0.160170 0.0 0.0 0.028687 0.253391 0.0 0.0 0.0 0.510085 0.0 0.090379 0.252116 0.716556 0.244889 0.484900 0.0 0.0 1.304928 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.019751 1.139849 0.0 0.0 0.768782 0.502774 0.474410 0.358557 0.0 0.138901 0.0 0.0 0.310366 0.801856 0.706069 0.0 2.263893 0.0 0.0 1.042019 0.0 0.096386 0.0 0.663118 0.0 1.756382 0.0 0.290101 0.0 0.000000 0.000000 4.592630 0.000000 0.000000 2.586861 0.233822 0.008740 1.463685 1.837865 0.089659 0.055193 2.751955 0.0 0.305694 0.609746 0.032622 1.060853 0.004448 1.527938 1.424487 0.0 2.676526 0.044301
AGTRAP	9.22181	0.439841 0.0 0.0 0.961626 0.0 0.0 0.213741 0.0 0.0 0.980842 0.0 0.0 0.0 0.0 0.455340 0.0 0.076890 0.0 0.0 0.0 0.0 0.0 1.078670 0.0 0.0 0.005394 1.042764 0.0 0.135139 0.0 1.298550 0.0 0.0 0.391331 1.574888 3.856653 0.980467 0.0 1.475653 2.907302 0.653301 0.0 2.376940 1.377628 0.0 0.0 0.380647 0.0 0.254745 0.0 0.0 1.745903 0.254144 0.425138 0.0 0.418024 2.400650 0.0 0.0 0.0 0.0 0.0 0.0 2.132621 0.0 0.0 0.568422 0.0 0.257073 0.0 0.738805 0.0 1.016574 0.997766 0.253271 0.0 5.873862 0.000000 0.000000 5.760218 8.365753 0.000000 1.662286 1.272797 0.701530 1.467761 0.0 0.255758 0.0 0.0 0.0 2.409871 0.0 0.0 0.0 2.622017 1.471381 0.0 0.133145 2.325523
AICDA	175.13057	0.262475 0.0 0.224061 0.309893 0.0 0.0 0.169451 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.589893 0.0 0.197585 0.0 0.0 0.0 0.0 0.0 0.313133 0.0 0.0 0.048415 0.0 0.0 0.0 0.0 2.494746 0.0 0.154946 0.326942 2.212970 3.131222 0.0 0.0 3.441007 4.120544 0.0 0.0 1.358252 0.0 0.0 0.0 0.633973 0.0 0.556671 0.0 0.0 0.229718 0.404247 0.0 0.665912 0.0 0.557837 0.0 0.0 0.385850 0.210941 3.278720 0.0 0.0 0.0 0.0 0.401848 0.0 0.342182 0.0 1.758677 0.0 1.314237 0.0 0.486553 0.0 6.311607 0.000000 4.629024 5.352819 7.340971 3.248884 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
AIM1	59.16008	0.262475 1.050824 0.117452 0.0 0.747463 0.0 0.474937 0.0 0.0 0.321963 0.0 0.0 0.0 0.0 0.193432 0.0 0.296971 0.780253 0.0 0.0 0.0 0.0 0.111164 0.0 0.0 0.007929 0.225777 0.0 0.0 0.0 0.997674 0.904487 0.036152 0.160678 1.184262 0.424886 0.121225 0.0 1.060515 1.998970 2.650594 0.0 0.0 0.0 0.538231 0.0 0.059888 0.035980 2.179501 0.0 0.0 1.286030 1.348616 0.0 0.075440 0.0 1.742383 2.718167 0.0 0.361017 0.412449 0.0 0.0 0.0 0.0 0.0 0.690170 0.0 0.392925 0.0 0.602287 0.0 2.041752 0.0 0.197111 0.0 7.537347 1.846874 3.297250 4.768719 8.445084 0.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
AIMP2	41.14776	0.110874 0.0 0.373282 0.430906 0.0 0.0 0.0 0.0 0.0 0.390908 0.0 1.662655 0.0 0.0 0.208727 0.0 0.332200 0.638389 0.0 6.088283 0.0 0.0 1.137585 0.0 0.0 0.011987 0.305677 0.643141 0.502857 0.0 2.474782 0.0 0.0 0.447120 0.751608 3.628106 0.0 0.0 1.856028 0.0 0.0 0.0 0.0 0.948966 0.0 0.555319 0.0 0.051806 0.149879 0.0 0.0 0.167762 0.0 0.159622 0.0 0.0 0.650810 2.156771 0.0 0.187367 0.0 0.0 0.0 0.0 0.0 0.0 0.042837 4.250959 0.0 0.0 0.0 0.0 2.316154 0.0 0.244045 0.0 7.023672 0.000000 0.000000 4.771838 7.955119 0.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ALDH2	115.19643	0.914423 0.0 0.0 0.0 0.0 0.0 0.988628 0.0 0.701245 0.359177 0.0 0.0 0.0 0.477342 0.330284 0.0 0.033861 0.0 0.0 1.672103 0.0 2.734926 0.600502 0.0 0.0 0.0 0.044816 0.214380 0.0 0.0 1.199008 0.0 0.0 0.150387 0.950060 1.233684 0.158077 0.0 0.671576 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.180741 0.019751 0.363278 0.0 0.0 2.149928 0.0 0.0 0.089639 0.370835 2.873241 0.0 0.0 0.0 0.0 0.105987 0.0 0.0 0.0 0.490493 0.184213 0.0 0.0 0.0 1.497285 0.0 1.758084 0.0 0.383678 0.0 7.571511 0.000000 3.556111 5.779622 8.201212 2.814366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ALDH7A1	6.22691	1.092953 0.437931 0.0 0.0 0.0 0.0 0.395451 0.0 0.0 0.0 0.0 0.334902 0.0 1.521128 0.181736 0.0 0.106696 0.0 0.0 0.0 0.0 0.0 2.027798 0.0 0.0 0.020840 0.209028 0.171504 0.0 0.0 0.743475 0.0 0.183867 0.419630 1.377134 1.853012 0.0 0.0 1.679191 0.0 0.0 0.0 0.0 0.118687 0.0 0.0 0.455507 0.045279 0.558838 0.0 0.0 1.265741 0.537988 0.0 0.409759 0.0 3.070877 0.0 0.0 0.099600 0.0 0.0 0.0 0.310579 0.0 0.0 0.401848 4.061406 0.0 0.0 0.878736 0.0 1.276414 0.0 0.0 0.499217 6.462290 3.510911 3.053303 5.362228 8.947903 1.812827 1.056851 0.347171 2.514757 2.572977 0.411122 0.200680 1.709437 0.090400 0.345863 0.622096 0.404344 0.384110 0.220424 0.408507 1.718892 0.0 1.715483 0.242428
ANGPTL6	29.67962	2.252563 0.0 0.489360 0.0 0.0 0.0 0.827679 0.0 0.0 0.0 0.0 0.837153 0.0 0.346026 0.0 0.0 0.078104 0.0 0.0 0.0 0.0 5.860947 0.492581 0.0 0.0 0.007632 1.208447 0.244994 0.0 0.0 0.0 0.0 0.0 0.078501 0.870365 2.123480 0.0 0.0 0.0 0.0 0.0 0.0 0.543301 0.0 0.0 0.0 0.939640 0.050110 0.692712 0.0 0.0 0.161654 0.660881 0.0 0.557771 0.0 0.312370 0.0 0.0 0.791782 0.0 0.635347 0.0 0.763798 0.0 0.0 0.864304 0.0 0.197469 0.0 0.0 0.0 0.177482 0.0 0.0 0.0 7.764929 0.000000 2.919245 5.686240 8.591319 0.000000 0.889017 1.060998 1.580364 1.517839 0.183350 0.310386 0.451210 0.0 0.044552 2.449155 0.188885 1.034718 0.0 2.883872 0.974118 0.0 1.112177 0.386400
ANK1	17.49455	1.377204 0.437931 0.0 0.0 0.0 0.0 0.607215 0.0 0.0 0.0 0.0 0.0 0.0 4.618921 0.017494 0.0 0.066120 0.0 0.0 6.088283 0.0 0.0 0.595097 0.0 0.0 0.0 1.049441 0.0 0.0 0.0 0.930750 0.0 0.313145 0.264685 1.410093 1.029057 0.0 0.0 1.060515 2.613054 0.0 0.0 0.0 0.0 0.0 0.0 0.584385 0.0 0.579511 0.0 0.0 0.0 0.670307 0.0 0.478028 0.0 0.282044 4.603097 0.0 0.114482 0.818713 0.0 0.0 0.0 0.0 0.0 1.013638 1.858241 0.136926 0.0 0.402127 0.0 1.352154 0.0 0.244045 0.0 0.000000 4.633210 0.000000 4.929204 6.860760 0.000000 1.524248 1.356947 1.479527 1.946375 0.499538 0.084666 2.074440 0.445031 0.383874 1.235748 0.280496 0.588228 0.028901 1.051123 1.670602 0.0 1.714958 0.834639
ANKRD13A	360.48863	0.423384 0.0 0.0 0.323143 0.0 0.0 0.318931 0.0 0.0 0.638943 0.0 0.0 0.0 0.0 0.083271 0.0 0.200219 0.0 0.0 0.0 0.0 0.0 0.465015 0.0 0.0 0.022471 0.539942 0.0 0.0 0.0 0.194023 0.0 0.0 1.089023 0.525253 0.939532 0.0 0.0 1.497820 0.0 0.0 0.0 0.0 0.864799 0.0 0.0 0.338486 0.0 0.466476 0.0 0.0 0.0 0.316924 0.0 0.0 0.0 3.279049 0.0 0.0 0.0 0.0 0.0 0.0 1.056777 0.0 0.0 0.0 0.0 0.0 0.0 0.105601 0.0 1.908239 0.0 0.122059 0.0 8.298616 0.000000 4.892590 4.819939 9.438323 3.092377 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ANKRD34B	4.06546	1.092953 0.0 0.404898 0.457553 2.011715 0.0 0.0 0.922244 0.0 0.0 1.450331 0.0 0.731284 0.0 0.501424 0.0 0.080248 0.0 0.0 0.0 0.0 6.312209 1.588186 0.0 0.0 0.013889 0.272178 0.0 0.0 0.0 1.253278 0.0 0.103321 0.358989 2.496349 0.805719 0.0 0.0 0.0 2.907302 2.028806 0.0 0.0 0.0 0.0 0.0 0.694339 0.013871 0.446970 0.0 0.0 0.029451 0.0 0.702700 0.0 0.0 0.633621 0.0 0.0 0.018288 0.0 0.0 0.0 0.170507 0.0 0.0 0.0 0.0 0.336947 0.0 0.702266 0.0 0.821410 0.0 0.0 0.0 2.549768 5.409629 0.000000 4.817766 7.323786 0.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ANO9	8.64998	0.596761 0.0 0.317534 0.0 0.0 0.0 0.0 0.0 0.0 0.132905 0.0 0.365238 0.0 1.774419 0.0 0.0 0.0 1.511814 1.032408 1.358992 0.0 0.0 0.367364 0.0 0.0 0.009918 0.457553 0.0 0.0 0.0 1.800480 0.0 0.157187 0.454838 0.596578 1.654069 0.634976 0.0 0.0 0.0 0.0 0.0 0.0 0.958219 0.0 0.0 0.731111 0.013314 0.425130 0.0 0.0 0.987156 0.0 0.066981 0.0 0.0 0.327547 1.955535 0.0 0.036577 0.0 1.677485 0.0 2.296161 0.0 0.0 0.221083 1.868895 0.402188 0.0 0.854846 0.0 0.409145 3.363568 0.0 0.0 6.740903 4.006424 0.000000 5.540148 9.220560 0.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ANP32E	201.86032	0.761493 0.0 0.0 0.0 1.426665 0.0 0.0 0.0 0.779083 0.063961 0.0 0.0 0.0 0.0 0.294996 0.0 0.151352 0.0 6.570246 2.328768 0.0 0.0 0.504112 0.0 0.0 0.0 0.0 0.0 0.0 1.646804 0.966742 0.0 0.0 0.403312 1.241635 2.901016 0.0 0.0 1.937644 3.746337 0.0 0.0 0.0 0.280971 0.0 0.0 0.084083 0.021720 0.491817 0.0 0.0 0.342287 0.0 0.0 0.0 0.059271 0.143121 0.0 0.0 0.099600 0.0 0.580067 0.0 1.562797 0.0 0.0 0.0 0.0 0.687452 0.0 0.0 0.0 1.324071 0.0 0.168994 0.0 6.802595 3.136044 2.859433 4.874384 8.370242 0.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ANTXR2	1.04533	0.352571 0.0 0.373282 0.0 0.0 0.0 0.867818 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.166641 0.0 0.280932 0.0 0.0 0.0 0.0 0.0 0.630590 0.0 0.0 0.047302 0.656961 0.0 0.116948 0.0 0.0 1.206043 0.0 0.194416 0.689875 0.417307 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.533960 0.0 0.629693 0.0 0.0 0.553026 0.669595 0.344302 0.478028 0.592283 2.085750 0.0 0.0 0.0 0.322134 0.105987 0.0 0.0 1.826339 0.0 0.0 0.0 0.0 0.0 1.239105 0.0 1.222706 0.0 0.0 0.0 4.478965 5.209137 0.000000 4.638659 7.414880 0.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ANXA2R	24.77201	0.191828 0.0 0.0 0.514084 1.307667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.235217 0.0 0.049357 0.0 13.870612 4.348774 0.0 0.0 0.298539 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.041744 0.0 0.055601 0.376263 0.936458 0.967242 0.0 0.0 0.0 3.148245 0.0 0.0 0.0 0.0 1.076463 0.0 0.0 0.0 0.671539 0.0 0.0 0.097734 0.136765 0.624153 0.0 0.0 0.171494 0.0 0.0 0.205476 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.342182 0.0 0.828747 0.0 4.127851 0.0 0.054257 0.0 6.530328 0.000000 2.778965 5.010749 7.513666 0.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
