Gene	Observed	Predicted	Residual
CADPS	1.222567	1.24261	-0.020043
CALM2	2.85949	1.880503	0.978987
CAMK1	2.062334	1.451057	0.611276
CAMK1D	0.682752	1.216701	-0.533949
CAMK2B	1.194042	1.490697	-0.296655
CAMP	1.594333	1.325376	0.268956
CAPN12	0.469885	0.763507	-0.293622
CAPN2	0.68542	0.673607	0.011813
CAPN3	0.709847	1.528423	-0.818575
CAPRIN2	0.908191	1.202202	-0.294011
CARHSP1	1.922264	1.509768	0.412496
CASP3	1.905009	1.613812	0.291197
CBX5	1.922554	1.966616	-0.044061
CBX8	1.07072	1.240303	-0.169584
CCDC102A	1.407735	2.057262	-0.649527
CCDC107	1.401667	2.077587	-0.675921
CCDC34	1.189482	1.086406	0.103076
CCDC69	2.646111	1.758014	0.888097
CCDC88A	1.959797	1.516657	0.44314
CCDC88B	1.668498	1.918437	-0.249938
CCNA2	2.017216	1.405754	0.611462
CCND2	0.398494	0.780907	-0.382413
CCNF	1.681901	1.378689	0.303212
CCR7	0.576576	1.064089	-0.487513
CD1A	0.944537	1.168248	-0.223711
CD27	2.613446	1.846905	0.766541
CD3D	0.718512	0.841235	-0.122723
CD5	0.394579	1.051667	-0.657087
CD55	1.384108	1.273857	0.110251
CD6	0.529728	0.855402	-0.325674
CD86	1.784436	1.553111	0.231326
CD9	1.507849	1.305232	0.202617
CDC20	2.300971	2.177489	0.123481
CDC25A	1.348244	1.581494	-0.23325
CDC6	1.603078	1.396345	0.206733
CDC7	1.526517	1.34338	0.183137
CDCA2	1.524137	1.949808	-0.425671
CDCA7	2.459919	2.249955	0.209963
CDIP1	0.713201	0.870107	-0.156905
CDK1	2.208467	2.05924	0.149226
CDK19	1.591079	1.784972	-0.193893
CDKN1A	0.737772	1.05802	-0.320248
CDT1	1.753978	2.152613	-0.398635
CDYL2	1.065761	1.316765	-0.251004
CEBPB	0.648149	1.141536	-0.493387
CELF2	1.010106	0.994338	0.015768
CEMP1	0.925182	1.441506	-0.516324
CENPH	1.729773	1.436713	0.29306
CENPM	2.155497	2.008965	0.146532
CEP55	1.772703	1.297784	0.47492
CETN3	1.574971	1.558113	0.016858
CFAP20	1.910335	1.443603	0.466732
CHAMP1	1.714125	1.698692	0.015433
CHD1	1.149662	1.397812	-0.24815
CHDH	0.940554	1.334961	-0.394407
CHIC2	1.765237	1.574983	0.190254
CHPT1	0.856668	0.806075	0.050593
CHST11	1.227713	0.817595	0.410118
CIT	1.104402	1.412746	-0.308343
CKAP2L	1.419892	1.540507	-0.120615
CKB	0.82041	0.955111	-0.134702
CKS1B	1.711214	2.319833	-0.608619
CLCN7	1.483351	1.903698	-0.420348
CLEC17A	1.931477	1.492467	0.43901
CLIC4	2.404626	2.4485	-0.043874
CLIP2	1.645728	1.21731	0.428418
CLSPN	1.167441	1.252013	-0.084571
CMC1	1.586375	1.32747	0.258905
CNFN	0.572702	0.798262	-0.22556
COL9A3	1.233448	1.330824	-0.097376
CORO1B	1.67149	1.891568	-0.220078
CPM	1.490966	1.343475	0.147491
CPNE2	0.77007	0.791325	-0.021254
CPSF3	1.897426	1.834891	0.062534
CPXM1	1.291129	1.403487	-0.112357
CR2	2.559573	1.619285	0.940288
CREB3L2	0.559412	0.910489	-0.351077
CRHBP	1.061556	0.952945	0.108611
CRNDE	0.936915	1.060668	-0.123753
CSE1L	1.87592	2.310986	-0.435066
CSF2RB	1.904995	1.450914	0.454081
CSRP1	1.758487	1.617632	0.140855
CTC1	1.217275	1.403077	-0.185802
CTPS1	1.580515	1.738828	-0.158313
CTSH	2.636001	1.893296	0.742705
CTSS	1.928468	1.605708	0.32276
CTTN	1.197707	1.382144	-0.184437
CUX1	1.981809	1.641579	0.340229
CYS1	1.124376	1.212303	-0.087928
DARS2	1.506838	1.719513	-0.212676
DDX60L	0.450822	1.073623	-0.622801
DEF6	1.782369	1.605089	0.17728
DEF8	2.764757	1.786574	0.978183
DENND6B	1.438912	1.388301	0.050611
DEPDC1B	1.580737	1.245538	0.335199
DEPDC5	1.479276	1.573137	-0.093861
DGAT1	1.185527	0.963591	0.221936
DLGAP5	1.784673	1.272399	0.512273
DMXL2	0.846262	1.167891	-0.321629
DNMBP	1.412205	1.265973	0.146232
DNMT1	2.370663	2.731201	-0.360538
DNMT3B	0.780627	1.465976	-0.685349
DOCK9	1.325368	1.572665	-0.247298
DPEP2	1.137836	1.447082	-0.309246
DPYD	0.735995	1.151162	-0.415166
DSCC1	1.367877	1.47054	-0.102663
DSE	0.80731	0.884219	-0.076909
DSTN	2.088948	1.348387	0.740561
DTYMK	1.823402	1.649664	0.173738
DUSP2	2.356016	1.459891	0.896125
EBF1	1.760712	2.239728	-0.479015
ECEL1	0.769541	0.661857	0.107684
EDEM1	2.331935	2.707685	-0.37575
EEPD1	1.173075	1.489857	-0.316781
EFNB2	0.676098	0.780383	-0.104285
EHD1	2.44872	2.10551	0.34321
EHMT1	2.038343	1.954257	0.084086
ELL3	2.73277	2.335333	0.397437
ELP6	1.790462	1.43501	0.355452
EMC9	1.511693	2.236551	-0.724858
EML4	1.48013	1.178708	0.301423
EML6	2.079995	1.310232	0.769763
ENG	0.772008	1.218559	-0.446551
ENO2	2.030503	1.494578	0.535925
EPB41L2	1.16806	0.886335	0.281725
EPSTI1	1.363878	0.985978	0.3779
ERI1	1.439565	1.590509	-0.150944
ETFRF1	0.826745	1.164524	-0.33778
ETHE1	0.994045	1.116899	-0.122854
EYA3	1.874666	2.389818	-0.515152
FAM111B	1.716916	1.59064	0.126276
FAM177B	0.429581	1.398614	-0.969033
FAM184A	1.075087	1.25543	-0.180343
FAM72A	1.012587	1.461016	-0.448428
FAM72B	1.022957	1.522805	-0.499848
FAM72D	2.050859	1.509048	0.541811
FAM76B	2.078745	1.833424	0.245321
FAM98B	1.475402	1.253539	0.221862
FANCA	2.076734	1.732136	0.344598
FANCI	1.9127	1.226493	0.686207
FBLN5	0.703827	0.988395	-0.284568
FBRSL1	1.021091	1.194731	-0.17364
FBXL7	0.932982	1.212008	-0.279026
FBXO10	1.592528	1.887351	-0.294823
FBXO43	0.844614	1.382391	-0.537777
FBXO6	0.491203	1.029359	-0.538155
FCER2	1.52917	1.196949	0.33222
FCMR	1.556959	1.309537	0.247421
FDCSP	1.478848	1.483797	-0.004949
FGD2	1.820726	1.238277	0.582449
FGD3	1.458714	1.600947	-0.142233
FGD6	1.977547	2.388567	-0.411021
FGFR1	0.908553	0.821363	0.08719
FKBP5	1.819751	1.154092	0.665659
FLNA	1.594975	1.586359	0.008616
FLT3LG	0.799606	1.117581	-0.317975
FMNL2	1.021176	0.947461	0.073715
FNBP1	2.376416	2.158719	0.217697
FOLR2	1.047419	1.312323	-0.264904
FOXM1	1.822827	2.029058	-0.206231
FSBP	1.064825	1.415649	-0.350823
FUOM	1.239516	1.352602	-0.113085
FUT7	0.452862	0.821729	-0.368866
FXYD5	1.891607	1.597745	0.293862
FYTTD1	2.009357	1.15498	0.854377
GAB3	0.83054	1.261286	-0.430746
GABBR1	0.977804	0.850481	0.127323
GADD45A	1.401238	0.842427	0.558811
GALNT10	0.886737	0.648156	0.23858
GALNT3	0.762062	1.115435	-0.353373
GBGT1	1.338832	1.188658	0.150173
GBP5	0.631697	1.434726	-0.803028
GCAT	0.926402	1.291844	-0.365442
GCNT2	1.387021	1.510443	-0.123422
GCSAM	2.298789	1.71168	0.587109
GEN1	1.893243	1.528116	0.365128
GGH	1.300874	1.533029	-0.232155
GGT7	0.345993	0.545897	-0.199905
GHDC	1.288021	1.399815	-0.111794
GIMAP2	1.135544	1.353394	-0.217851
GINS3	1.499833	1.782713	-0.28288
GINS4	1.28804	1.576704	-0.288663
GNA13	2.347459	1.722801	0.624658
GNB3	1.098095	1.15947	-0.061375
GNG7	1.418023	1.075181	0.342842
GON7	1.641521	1.31988	0.321641
GOT2	2.072993	1.558631	0.514362
GPD1L	1.20702	1.310909	-0.103888
GPER1	1.271802	0.988949	0.282853
GPR143	0.685707	1.216349	-0.530642
GPR160	2.239201	1.599611	0.63959
GPR183	1.300444	1.215167	0.085276
GPRASP1	0.411091	1.152947	-0.741856
GPSM2	1.532102	1.667589	-0.135486
GPT2	1.518797	1.26355	0.255247
GRASP	0.495026	0.782464	-0.287438
GSAP	1.451904	1.269759	0.182146
GSDMB	1.106819	1.298669	-0.19185
GTSE1	1.770878	1.598353	0.172525
H1F0	1.310142	0.814796	0.495346
H2AFX	2.311074	1.977965	0.333109
HAUS8	1.79638	2.90744	-1.11106
HDAC7	2.244047	1.864807	0.37924
HELLS	1.471706	1.480445	-0.008739
HELZ2	1.001561	0.679766	0.321794
HES1	0.624437	0.807696	-0.183259
HES6	1.506181	0.768691	0.73749
HIST1H2BH	1.445609	1.190016	0.255593
HIST1H3F	1.062356	1.353996	-0.29164
HIST1H4L	0.951909	1.687778	-0.735868
HIST3H2A	0.95953	1.308031	-0.348501
HJURP	1.833649	1.189174	0.644475
HLA-DQA2	1.861494	1.202449	0.659045
HLA-DQB2	1.584071	1.131821	0.45225
HLTF	1.558659	1.172522	0.386137
HMGA1	2.812601	2.587979	0.224622
HMGB3	1.588972	1.332091	0.256882
HMGN1	2.980589	2.141476	0.839112
HMMR	1.819422	1.60488	0.214542
HOXA3	0.661283	0.877386	-0.216103
HOXA5	0.839189	0.934621	-0.095432
HOXA7	0.83129	0.753872	0.077418
HOXC4	1.252943	1.137885	0.115058
HOXC5	1.252943	0.922544	0.330399
HOXC6	1.252943	1.066571	0.186372
HS2ST1	1.793857	1.642758	0.151099
HSD17B11	1.45553	1.351997	0.103533
HSPA2	1.075964	1.044929	0.031035
HSPB11	2.056729	1.644426	0.412304
HSPH1	2.175434	1.812764	0.362671
HYPK	2.669173	2.652128	0.017046
ICAM2	1.517811	1.50897	0.008841
ICOSLG	1.504883	0.815506	0.689378
ID2	1.546296	0.944133	0.602164
IFIT2	0.874342	1.364129	-0.489787
IGF2BP3	1.626336	1.607854	0.018482
IL18BP	1.301289	1.693795	-0.392506
IL1RN	0.849046	0.968447	-0.119401
IL27RA	0.833385	1.167964	-0.334579
IL2RB	1.122965	0.682393	0.440572
IL6ST	0.6365	0.849927	-0.213427
ILDR1	1.077826	1.496494	-0.418668
INF2	1.45162	1.38834	0.06328
INTS7	1.349122	1.683407	-0.334285
IRF9	1.733726	1.781223	-0.047496
ISG15	1.261018	1.244114	0.016904
ITGA4	1.360243	1.608347	-0.248103
ITGAE	1.367673	1.726275	-0.358602
JADE3	0.593839	0.913326	-0.319487
JAK3	1.905923	1.986006	-0.080083
JMJD7	1.230286	1.228505	0.001782
JMJD7-PLA2G4B	1.230286	1.228505	0.001782
JUNB	2.219203	2.532222	-0.313019
KAT2A	1.345134	1.750448	-0.405314
KATNAL1	1.504205	1.546038	-0.041833
KBTBD8	2.059312	1.690558	0.368755
KCNK12	1.288821	1.230054	0.058767
KCNMB4	0.951483	1.169307	-0.217824
KCNN3	1.192516	1.171719	0.020797
KDM7A	1.078008	1.057328	0.02068
KIF11	1.992048	1.628075	0.363973
KIF18B	1.638546	1.508497	0.130049
KIF20A	1.711968	1.607259	0.104709
KIF23	1.711477	1.295865	0.415612
KIF3A	1.148792	1.221141	-0.072349
KIFC1	2.179508	1.752256	0.427252
KLF9	0.608934	1.045264	-0.43633
KLHL42	1.387748	1.577499	-0.189751
KLHL6	2.659964	2.219379	0.440585
KNTC1	1.573105	1.438239	0.134866
LACC1	1.127785	1.252174	-0.124388
LAIR1	0.345095	0.965388	-0.620293
LAMC1	0.536757	0.849268	-0.312511
LBH	2.188732	1.843571	0.345161
LDLRAD4	0.566859	0.78923	-0.222371
LGALS1	1.930437	1.987274	-0.056836
LGALS3	1.347989	1.237349	0.110639
LIMA1	1.428227	1.511225	-0.082998
LIMD1	0.830951	0.969984	-0.139033
LIMS1	1.652124	1.291503	0.360621
LINGO3	0.837807	0.654376	0.183432
LMNB2	1.892703	1.79073	0.101972
LNPEP	1.837623	1.700612	0.137011
LOC100128108	0.525642	0.787908	-0.262266
LOC150051	0.689872	1.166351	-0.47648
LOC283710	1.495202	1.973715	-0.478513
LOC728392	0.82464	0.954176	-0.129536
LOXL2	2.024729	1.261514	0.763216
LRCH3	1.705634	2.455809	-0.750175
LRR1	1.779802	1.690143	0.089659
LRRC32	0.970152	1.440725	-0.470573
LRRC4	1.114723	1.100166	0.014557
LRRK1	1.9953	1.65206	0.343239
LRRK2	0.885978	1.478764	-0.592787
LYPLA1	2.189366	1.901663	0.287702
LYPLAL1	1.847015	2.071467	-0.224452
LYZ	1.28601	0.789511	0.496498
MAD2L1	2.003206	1.408385	0.594821
MAML3	1.259711	1.21373	0.045981
MAN2B1	1.936999	1.951837	-0.014838
MAN2C1	1.302008	1.831108	-0.5291
MAP3K1	1.495203	1.489083	0.00612
MAP3K5	0.685364	1.008953	-0.323589
MAP3K7CL	1.804462	1.3679	0.436562
MAP4K1	2.476344	1.846658	0.629686
MAPK11	0.529498	0.920944	-0.391445
MAPK12	1.018845	1.039446	-0.020601
MAPKAPK3	0.837008	0.367703	0.469304
MARCH3	0.554035	0.980887	-0.426852
MARCKS	0.706372	0.398039	0.308333
MCM5	2.466537	2.356002	0.110536
MCM7	2.490641	2.224918	0.265723
MCM8	1.479203	1.849834	-0.370631
MCOLN2	1.892789	1.744527	0.148262
MCUB	2.255612	1.927446	0.328166
MED12L	1.032632	0.915068	0.117564
MED22	1.404126	2.012122	-0.607996
MEF2B	2.866613	2.32655	0.540063
METAP2	2.452501	1.764061	0.688441
METRNL	1.596208	1.32863	0.267578
MFGE8	0.925368	1.350253	-0.424885
MGAT3	1.592839	1.486954	0.105885
MGAT5	1.847965	1.704901	0.143064
MGLL	0.880063	1.25934	-0.379277
MIS18BP1	1.798384	1.380635	0.417749
MKI67	2.063764	1.493592	0.570172
MLLT6	1.742275	1.39761	0.344665
MNS1	0.770098	1.217467	-0.44737
MOB1B	1.885113	1.742202	0.142911
MOB3B	0.374829	0.912447	-0.537618
MOB3C	0.833241	1.07439	-0.241149
MORC3	1.245722	1.420814	-0.175092
MPHOSPH9	1.405917	1.842047	-0.436131
MREG	1.241303	1.516676	-0.275373
MRNIP	0.921996	1.306947	-0.384951
MROH1	1.513567	1.395382	0.118185
MSRB2	1.068969	1.045974	0.022995
MTF2	2.030641	1.694798	0.335843
MTSS1	0.762146	0.833749	-0.071602
MUM1	1.135903	1.422296	-0.286393
MX2	1.476205	1.04698	0.429224
MXD3	1.714461	2.056001	-0.34154
MXI1	0.395372	0.603717	-0.208345
MYB	0.806025	1.478857	-0.672832
MYC	1.706807	1.544443	0.162363
MYH11	0.962749	0.966566	-0.003816
MYL6B	1.791598	2.041043	-0.249444
MYO1D	1.288386	1.601587	-0.313201
MYO1E	2.351341	2.014224	0.337117
MYO1F	0.510774	1.220993	-0.710218
MYO7B	0.511591	1.20181	-0.69022
MZT2A	2.116604	1.786217	0.330388
NADK2	1.512499	1.686871	-0.174371
NANS	2.540586	1.697396	0.843189
NAPRT	0.924372	0.828085	0.096287
NCAPD2	2.241611	1.943179	0.298432
NCOA7	1.523634	1.456045	0.067589
NCR3	1.514268	1.207416	0.306853
NDC1	2.009923	1.865234	0.144689
NDFIP2	1.123283	1.142854	-0.019572
NDN	0.94252	1.199526	-0.257006
NDRG1	0.511966	0.63801	-0.126044
NDRG4	0.74529	0.910937	-0.165647
NDUFV2	2.264707	1.863216	0.401491
NEK2	1.615961	1.452825	0.163136
NEMP1	1.79537	2.264824	-0.469454
NIN	2.036568	2.043702	-0.007134
NINL	0.856253	0.850134	0.006119
NIPA2	1.679564	2.100148	-0.420584
NKX6-3	0.945916	1.016863	-0.070946
NLK	1.61006	1.864417	-0.254357
NME3	1.277443	1.582539	-0.305095
NMU	0.909433	1.14027	-0.230837
NOD1	0.714662	1.022995	-0.308333
NOTCH1	1.239066	1.175755	0.063311
NR1D2	0.788821	1.24855	-0.45973
NRIP1	0.948733	1.12229	-0.173557
NRROS	0.393106	1.104443	-0.711336
NSD2	1.997042	1.653329	0.343713
NUF2	1.823332	1.73781	0.085522
NUGGC	2.349467	1.858489	0.490978
NXPH4	0.949106	0.75473	0.194376
OAS2	1.533649	1.240215	0.293434
OAS3	0.381817	0.804026	-0.422209
OR13A1	0.981218	1.040755	-0.059537
OSBPL10	1.971696	2.051062	-0.079367
OSBPL9	1.985353	1.745968	0.239386
OSR2	0.737286	0.80606	-0.068775
OVGP1	0.424983	0.93251	-0.507527
P2RX1	0.587241	1.221906	-0.634665
P2RY10	0.991039	1.339395	-0.348356
PACSIN1	0.739367	0.976521	-0.237155
PADI2	0.666324	0.732319	-0.065995
PAFAH1B3	1.620727	1.576564	0.044163
